PMID,Title,Journal,Publication Date,DOI,PMC ID,Free Text Availability
22276126,"Roles of Candida albicans Gat2, a GATA-type zinc finger transcription factor, in biofilm formation, filamentous growth and virulence.",PloS one,{'Year': '2012'},10.1371/journal.pone.0029707,PMC3261855,Likely Freely Available
12794933,"Genes involved in beta-oxidation, energy metabolism and glyoxylate cycle are induced by Candida albicans during macrophage infection.","Yeast (Chichester, England)","{'Year': '2003', 'Month': 'Jun'}",10.1002/yea.998,,Likely no free text
20730094,HOS2 and HDA1 encode histone deacetylases with opposing roles in Candida albicans morphogenesis.,PloS one,"{'Year': '2010', 'Month': 'Aug', 'Day': '13'}",10.1371/journal.pone.0012171,PMC2921335,Likely Freely Available
11561286,The sequence of a 15 769 bp segment of Pichia anomala identifies the SEC61 and FBP1 genes and five new open reading frames.,"Yeast (Chichester, England)","{'Year': '2001', 'Month': 'Sep', 'Day': '30'}",10.1002/yea.766,,Likely no free text
18759110,Transcriptional regulators of seven yeast species: comparative genome analysis. Review.,Folia microbiologica,{'Year': '2008'},10.1007/s12223-008-0044-8,,Likely no free text
15850398,Functional characterization of N-terminal nucleotide binding domain (NBD-1) of a major ABC drug transporter Cdr1p of Candida albicans: uncommon but conserved Trp326 of Walker B is important for ATP binding.,Biochemistry,"{'Year': '2005', 'Month': 'May', 'Day': '03'}",10.1021/bi0474160,,Likely no free text
9398674,Derepressed hyphal growth and reduced virulence in a VH1 family-related protein phosphatase mutant of the human pathogen Candida albicans.,Molecular biology of the cell,"{'Year': '1997', 'Month': 'Dec'}",10.1091/mbc.8.12.2539,PMC25726,Likely Freely Available
11073971,"Crk1, a novel Cdc2-related protein kinase, is required for hyphal development and virulence in Candida albicans.",Molecular and cellular biology,"{'Year': '2000', 'Month': 'Dec'}",10.1128/MCB.20.23.8696-8708.2000,PMC86484,Likely Freely Available
11298769,Identification and characterization of the genes for N-acetylglucosamine kinase and N-acetylglucosamine-phosphate deacetylase in the pathogenic fungus Candida albicans.,European journal of biochemistry,"{'Year': '2001', 'Month': 'Apr'}",10.1046/j.1432-1327.2001.02135.x,,Likely no free text
21512583,The Candida albicans-specific gene EED1 encodes a key regulator of hyphal extension.,PloS one,"{'Year': '2011', 'Month': 'Apr', 'Day': '07'}",10.1371/journal.pone.0018394,PMC3075580,Likely Freely Available
17379712,Multiple functions of DOA1 in Candida albicans.,"Microbiology (Reading, England)","{'Year': '2007', 'Month': 'Apr'}",10.1099/mic.0.2006/002741-0,,Likely no free text
15590831,Deletion of the dynein heavy-chain gene DYN1 leads to aberrant nuclear positioning and defective hyphal development in Candida albicans.,Eukaryotic cell,"{'Year': '2004', 'Month': 'Dec'}",10.1128/EC.3.6.1574-1588.2004,PMC539012,Likely Freely Available
11243736,Nonorthologous gene displacement of phosphomevalonate kinase.,Molecular genetics and metabolism,"{'Year': '2001', 'Month': 'Mar'}",10.1006/mgme.2000.3133,,Likely no free text
29326680,The Mitochondrial GTPase Gem1 Contributes to the Cell Wall Stress Response and Invasive Growth of <i>Candida albicans</i>.,Frontiers in microbiology,{'Year': '2017'},10.3389/fmicb.2017.02555,PMC5742345,Likely Freely Available
21131439,Candida albicans Hap43 is a repressor induced under low-iron conditions and is essential for iron-responsive transcriptional regulation and virulence.,Eukaryotic cell,"{'Year': '2011', 'Month': 'Feb'}",10.1128/EC.00158-10,PMC3067405,Likely Freely Available
17172437,Temporal and spatial control of HGC1 expression results in Hgc1 localization to the apical cells of hyphae in Candida albicans.,Eukaryotic cell,"{'Year': '2007', 'Month': 'Feb'}",10.1128/EC.00380-06,PMC1797949,Likely Freely Available
15817773,The Pbs2 MAP kinase kinase is essential for the oxidative-stress response in the fungal pathogen Candida albicans.,"Microbiology (Reading, England)","{'Year': '2005', 'Month': 'Apr'}",10.1099/mic.0.27723-0,,Likely no free text
7744244,Cloning of a DNA fragment encoding part of a 70-kDa heat shock protein of Candida albicans.,FEMS microbiology letters,"{'Year': '1995', 'Month': 'Apr', 'Day': '15'}",10.1111/j.1574-6968.1995.tb07506.x,,Likely no free text
8626424,"Developmental expression of a tandemly repeated, proline-and glutamine-rich amino acid motif on hyphal surfaces on Candida albicans.",The Journal of biological chemistry,"{'Year': '1996', 'Month': 'Mar', 'Day': '15'}",10.1074/jbc.271.11.6298,,Likely no free text
11452311,The glyoxylate cycle is required for fungal virulence.,Nature,"{'Year': '2001', 'Month': 'Jul', 'Day': '05'}",10.1038/35083594,,Likely no free text
9493379,"Isolation of CaSLN1 and CaNIK1, the genes for osmosensing histidine kinase homologues, from the pathogenic fungus Candida albicans.","Microbiology (Reading, England)","{'Year': '1998', 'Month': 'Feb'}",10.1099/00221287-144-2-425,,Likely no free text
38167837,The transcription factor Ofi1 is critical for white-opaque switching in natural MTLa/α isolates of Candida albicans.,Molecular microbiology,"{'Year': '2024', 'Month': 'Feb'}",10.1111/mmi.15222,,Likely no free text
34166917,Structural study of the function of Candida Albicans Pif1.,Biochemical and biophysical research communications,"{'Year': '2021', 'Month': 'Aug', 'Day': '27'}",10.1016/j.bbrc.2021.06.050,,Likely no free text
28967545,"The N-terminal pY33XL motif of CaPsy2 is critical for the function of protein phosphatase 4 in CaRad53 deactivation, DNA damage-induced filamentation and virulence in Candida albicans.",International journal of medical microbiology : IJMM,"{'Year': '2017', 'Month': 'Dec'}",10.1016/j.ijmm.2017.09.017,,Likely no free text
20014041,Identification and characterization of the type 2C protein phosphatase Ptc4p in the human fungal pathogen Candida albicans.,"Yeast (Chichester, England)","{'Year': '2010', 'Month': 'Mar'}",10.1002/yea.1739,,Likely no free text
18026727,Loss of heterozygosity is induced in Candida albicans by ultraviolet irradiation.,Applied microbiology and biotechnology,"{'Year': '2008', 'Month': 'Jan'}",10.1007/s00253-007-1252-x,,Likely no free text
10515923,Ras signaling is required for serum-induced hyphal differentiation in Candida albicans.,Journal of bacteriology,"{'Year': '1999', 'Month': 'Oct'}",10.1128/JB.181.20.6339-6346.1999,PMC103768,Likely Freely Available
15189995,"Candida albicans Rim13p, a protease required for Rim101p processing at acidic and alkaline pHs.",Eukaryotic cell,"{'Year': '2004', 'Month': 'Jun'}",10.1128/EC.3.3.741-751.2004,PMC420141,Likely Freely Available
9802014,"Differential regulation of SAP8 and SAP9, which encode two new members of the secreted aspartic proteinase family in Candida albicans.","Microbiology (Reading, England)","{'Year': '1998', 'Month': 'Oct'}",10.1099/00221287-144-10-2731,,Likely no free text
16647065,The Swi/Snf chromatin remodeling complex is essential for hyphal development in Candida albicans.,FEBS letters,"{'Year': '2006', 'Month': 'May', 'Day': '15'}",10.1016/j.febslet.2006.04.009,,Likely no free text
9537374,The TATA-binding protein (TBP) from the human fungal pathogen Candida albicans can complement defects in human and yeast TBPs.,Journal of bacteriology,"{'Year': '1998', 'Month': 'Apr'}",10.1128/JB.180.7.1771-1776.1998,PMC107089,Likely Freely Available
21269335,"Molecular and proteomic analyses highlight the importance of ubiquitination for the stress resistance, metabolic adaptation, morphogenetic regulation and virulence of Candida albicans.",Molecular microbiology,"{'Year': '2011', 'Month': 'Mar'}",10.1111/j.1365-2958.2011.07542.x,PMC3084552,Likely Freely Available
8760936,Cytoplasmic localization of the white phase-specific WH11 gene product of Candida albicans.,"Microbiology (Reading, England)","{'Year': '1996', 'Month': 'Aug'}",10.1099/13500872-142-8-2245,,Likely no free text
21085892,Proteomic analysis of cytosolic proteins associated with petite mutations in Candida glabrata.,Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas,"{'Year': '2010', 'Month': 'Dec'}",10.1590/s0100-879x2010007500125,,Likely no free text
31621333,Global Secretome Characterization of the Pathogenic Yeast <i>Candida glabrata</i>.,Journal of proteome research,"{'Year': '2020', 'Month': 'Jan', 'Day': '03'}",10.1021/acs.jproteome.9b00299,PMC6947636,Likely Freely Available
33555340,Revealing Candida glabrata biofilm matrix proteome: global characterization and pH response.,The Biochemical journal,"{'Year': '2021', 'Month': 'Feb', 'Day': '26'}",10.1042/BCJ20200844,,Likely no free text
9602176,A high-copy-number ADE2-bearing plasmid for transformation of Candida glabrata.,Gene,"{'Year': '1998', 'Month': 'May', 'Day': '12'}",10.1016/s0378-1119(98)00157-7,,Likely no free text
31269895,"Moonlighting proteins are variably exposed at the cell surfaces of Candida glabrata, Candida parapsilosis and Candida tropicalis under certain growth conditions.",BMC microbiology,"{'Year': '2019', 'Month': 'Jul', 'Day': '03'}",10.1186/s12866-019-1524-5,PMC6609379,Likely Freely Available
21726406,Candida glabrata Pwp7p and Aed1p are required for adherence to human endothelial cells.,FEMS yeast research,"{'Year': '2011', 'Month': 'Nov'}",10.1111/j.1567-1364.2011.00743.x,PMC3202042,Likely Freely Available
17046176,The bZip transcription factor Cgap1p is involved in multidrug resistance and required for activation of multidrug transporter gene CgFLR1 in Candida glabrata.,Gene,"{'Year': '2007', 'Month': 'Jan', 'Day': '15'}",10.1016/j.gene.2006.08.010,,Likely no free text
21156173,Regulation of Candida glabrata oxidative stress resistance is adapted to host environment.,FEBS letters,"{'Year': '2011', 'Month': 'Jan', 'Day': '21'}",10.1016/j.febslet.2010.12.006,PMC3022126,Likely Freely Available
30761093,Autophagy-Inducing Factor Atg1 Is Required for Virulence in the Pathogenic Fungus <i>Candida glabrata</i>.,Frontiers in microbiology,{'Year': '2019'},10.3389/fmicb.2019.00027,PMC6362428,Likely Freely Available
33146242,The secreted acid trehalase encoded by the CgATH1 gene is involved in Candida glabrata virulence.,Memorias do Instituto Oswaldo Cruz,{'Year': '2020'},10.1590/0074-02760200401,PMC7607559,Likely Freely Available
37490387,Phosphatidylinositol 3-phosphate regulates iron transport via PI3P-binding CgPil1 protein.,Cell reports,"{'Year': '2023', 'Month': 'Aug', 'Day': '29'}",10.1016/j.celrep.2023.112855,,Likely no free text
21453325,Differential cell wall remodeling of two chitin synthase deletants Δchs3A and Δchs3B in the pathogenic yeast Candida glabrata.,FEMS yeast research,"{'Year': '2011', 'Month': 'Aug'}",10.1111/j.1567-1364.2011.00728.x,,Likely no free text
22690377,Convergent Evolution of Calcineurin Pathway Roles in Thermotolerance and Virulence in Candida glabrata.,"G3 (Bethesda, Md.)","{'Year': '2012', 'Month': 'Jun'}",10.1534/g3.112.002279,PMC3362297,Likely Freely Available
20942808,Cnh1 Na(+) /H(+) antiporter and Ena1 Na(+) -ATPase play different roles in cation homeostasis and cell physiology of Candida glabrata.,FEMS yeast research,"{'Year': '2011', 'Month': 'Feb'}",10.1111/j.1567-1364.2010.00686.x,,Likely no free text
37105080,Characterization of the Trr/Trx system in the fungal pathogen Candida glabrata.,Fungal genetics and biology : FG & B,"{'Year': '2023', 'Month': 'May'}",10.1016/j.fgb.2023.103799,,Likely no free text
22349222,The epithelial adhesin 1 (Epa1p) from the human-pathogenic yeast Candida glabrata: structural and functional study of the carbohydrate-binding domain.,"Acta crystallographica. Section D, Biological crystallography","{'Year': '2012', 'Month': 'Mar'}",10.1107/S0907444911054898,,Likely no free text
18394144,Glycan microarray analysis of Candida glabrata adhesin ligand specificity.,Molecular microbiology,"{'Year': '2008', 'Month': 'May'}",10.1111/j.1365-2958.2008.06184.x,,Likely no free text
10417386,An adhesin of the yeast pathogen Candida glabrata mediating adherence to human epithelial cells.,"Science (New York, N.Y.)","{'Year': '1999', 'Month': 'Jul', 'Day': '23'}",10.1126/science.285.5427.578,,Likely no free text
22225518,"The Candida glabrata adhesin Epa1p causes adhesion, phagocytosis, and cytokine secretion by innate immune cells.",FEMS yeast research,"{'Year': '2012', 'Month': 'Jun'}",10.1111/j.1567-1364.2011.00785.x,,Likely no free text
15215098,Candida glabrata erg1 mutant with increased sensitivity to azoles and to low oxygen tension.,Antimicrobial agents and chemotherapy,"{'Year': '2004', 'Month': 'Jul'}",10.1128/AAC.48.7.2483-2489.2004,PMC434157,Likely Freely Available
36108742,The SET-domain protein CgSet4 negatively regulates antifungal drug resistance via the ergosterol biosynthesis transcriptional regulator CgUpc2a.,The Journal of biological chemistry,"{'Year': '2022', 'Month': 'Oct'}",10.1016/j.jbc.2022.102485,PMC9576903,Likely Freely Available
18694952,A nonsense mutation in the ERG6 gene leads to reduced susceptibility to polyenes in a clinical isolate of Candida glabrata.,Antimicrobial agents and chemotherapy,"{'Year': '2008', 'Month': 'Oct'}",10.1128/AAC.00423-08,PMC2565872,Likely Freely Available
22909030,CRS-MIS in Candida glabrata: sphingolipids modulate echinocandin-Fks interaction.,Molecular microbiology,"{'Year': '2012', 'Month': 'Oct'}",10.1111/j.1365-2958.2012.08194.x,PMC3472958,Likely Freely Available
23087370,Mutants in the Candida glabrata glycerol channels are sensitized to cell wall stress.,Eukaryotic cell,"{'Year': '2012', 'Month': 'Dec'}",10.1128/EC.00231-12,PMC3536289,Likely Freely Available
24987864,"A systematic analysis reveals an essential role for high-affinity iron uptake system, haemolysin and CFEM domain-containing protein in iron homoeostasis and virulence in Candida glabrata.",The Biochemical journal,"{'Year': '2014', 'Month': 'Oct', 'Day': '01'}",10.1042/BJ20140598,,Likely no free text
30112857,Competition of Candida glabrata against Lactobacillus is Hog1 dependent.,Cellular microbiology,"{'Year': '2018', 'Month': 'Dec'}",10.1111/cmi.12943,PMC6283251,Likely Freely Available
27548283,KRE5 Suppression Induces Cell Wall Stress and Alternative ER Stress Response Required for Maintaining Cell Wall Integrity in Candida glabrata.,PloS one,{'Year': '2016'},10.1371/journal.pone.0161371,PMC4993462,Likely Freely Available
38248926,A Putative NADPH Oxidase Gene in Unicellular Pathogenic <i>Candida glabrata</i> Is Required for Fungal ROS Production and Oxidative Stress Response.,"Journal of fungi (Basel, Switzerland)","{'Year': '2023', 'Month': 'Dec', 'Day': '27'}",10.3390/jof10010016,PMC10817436,Likely Freely Available
33356857,The involvement of the <i>Candida glabrata</i> trehalase enzymes in stress resistance and gut colonization.,Virulence,"{'Year': '2021', 'Month': 'Dec'}",10.1080/21505594.2020.1868825,PMC7808424,Likely Freely Available
