PMID,Title,Journal,Publication Date,DOI,PMC ID,Free Text Availability
27503796,Proteome mapping of Plasmodium: identification of the P. yoelii remodellome.,Scientific reports,"{'Year': '2016', 'Month': 'Aug', 'Day': '09'}",10.1038/srep31055,PMC4977464,Likely Freely Available
27427910,A Putative Small Solute Transporter Is Responsible for the Secretion of G377 and TRAP-Containing Secretory Vesicles during Plasmodium Gamete Egress and Sporozoite Motility.,PLoS pathogens,"{'Year': '2016', 'Month': 'Jul'}",10.1371/journal.ppat.1005734,PMC4948853,Likely Freely Available
31552198,Expression and Localization Profiles of Rhoptry Proteins in <i>Plasmodium berghei</i> Sporozoites.,Frontiers in cellular and infection microbiology,{'Year': '2019'},10.3389/fcimb.2019.00316,PMC6746830,Likely Freely Available
34147682,"PSOP1, putative secreted ookinete protein 1, is localized to the micronemes of Plasmodium yoelii and P. berghei ookinetes.",Parasitology international,"{'Year': '2021', 'Month': 'Oct'}",10.1016/j.parint.2021.102407,,Likely no free text
36761022,<i>Plasmodium</i> sporozoites require the protein B9 to invade hepatocytes.,iScience,"{'Year': '2023', 'Month': 'Feb', 'Day': '17'}",10.1016/j.isci.2023.106056,PMC9906020,Likely Freely Available
25168745,Discovery of a new family of carbonic anhydrases in the malaria pathogen Plasmodium falciparum--the η-carbonic anhydrases.,Bioorganic & medicinal chemistry letters,"{'Year': '2014', 'Month': 'Sep', 'Day': '15'}",10.1016/j.bmcl.2014.08.015,,Likely no free text
27060339,Study of Plasmodium falciparum DHHC palmitoyl transferases identifies a role for PfDHHC9 in gametocytogenesis.,Cellular microbiology,"{'Year': '2016', 'Month': 'Nov'}",10.1111/cmi.12599,PMC5091645,Likely Freely Available
35490588,Protein kinase 9 is not required for completion of the Plasmodium berghei life cycle.,Microbiological research,"{'Year': '2022', 'Month': 'Jul'}",10.1016/j.micres.2022.127051,,Likely no free text
31911494,"Plasmodium yoelii Erythrocyte-Binding-like Protein Modulates Host Cell Membrane Structure, Immunity, and Disease Severity.",mBio,"{'Year': '2020', 'Month': 'Jan', 'Day': '07'}",10.1128/mBio.02995-19,PMC6946805,Likely Freely Available
30976120,"A plasma membrane localized protein phosphatase in Toxoplasma gondii, PPM5C, regulates attachment to host cells.",Scientific reports,"{'Year': '2019', 'Month': 'Apr', 'Day': '11'}",10.1038/s41598-019-42441-1,PMC6459975,Likely Freely Available
38278808,The transcription factor AP2XI-2 is a key negative regulator of Toxoplasma gondii merogony.,Nature communications,"{'Year': '2024', 'Month': 'Jan', 'Day': '26'}",10.1038/s41467-024-44967-z,PMC10817966,Likely Freely Available
36142209,Uba1: A Potential Ubiquitin-like Activator Protein of Urm1 in <i>Toxoplasma gondii</i>.,International journal of molecular sciences,"{'Year': '2022', 'Month': 'Sep', 'Day': '07'}",10.3390/ijms231810298,PMC9499322,Likely Freely Available
37398139,<i>Toxoplasma gondii</i> encodes an array of TBC-domain containing proteins including an essential regulator that targets Rab2 in the secretory pathway.,bioRxiv : the preprint server for biology,"{'Year': '2023', 'Month': 'May', 'Day': '29'}",10.1101/2023.05.28.542599,PMC10312441,Likely Freely Available
38075902,The splicing factor SR2 is an important virulence factor of <i>Toxoplasma gondii</i>.,Frontiers in microbiology,{'Year': '2023'},10.3389/fmicb.2023.1302512,PMC10701758,Likely Freely Available
38376248,Host E3 ubiquitin ligase ITCH mediates <i>Toxoplasma gondii</i> effector GRA35-triggered NLRP1 inflammasome activation and cell-autonomous immunity.,mBio,"{'Year': '2024', 'Month': 'Mar', 'Day': '13'}",10.1128/mbio.03302-23,PMC10936166,Likely Freely Available
36326242,"<i>Toxoplasma</i> Shelph, a Phosphatase Located in the Parasite Endoplasmic Reticulum, Is Required for Parasite Virulence.",mSphere,"{'Year': '2022', 'Month': 'Dec', 'Day': '21'}",10.1128/msphere.00350-22,PMC9769683,Likely Freely Available
37269286,Host genetics highlights IFN-γ-dependent Toxoplasma genes encoding secreted and non-secreted virulence factors in in vivo CRISPR screens.,Cell reports,"{'Year': '2023', 'Month': 'Jun', 'Day': '27'}",10.1016/j.celrep.2023.112592,,Likely no free text
18364711,Systems analysis of metabolism in the pathogenic trypanosomatid Leishmania major.,Molecular systems biology,{'Year': '2008'},10.1038/msb.2008.15,PMC2290936,Likely Freely Available
21193548,Global analysis of protein palmitoylation in African trypanosomes.,Eukaryotic cell,"{'Year': '2011', 'Month': 'Mar'}",10.1128/EC.00248-10,PMC3067466,Likely Freely Available
11152613,Predicting transmembrane protein topology with a hidden Markov model: application to complete genomes.,Journal of molecular biology,"{'Year': '2001', 'Month': 'Jan', 'Day': '19'}",10.1006/jmbi.2000.4315,,Likely no free text
15223320,Improved prediction of signal peptides: SignalP 3.0.,Journal of molecular biology,"{'Year': '2004', 'Month': 'Jul', 'Day': '16'}",10.1016/j.jmb.2004.05.028,,Likely no free text
7935607,"The structure, organization, and expression of the Leishmania donovani gene encoding trypanothione reductase.",Molecular and biochemical parasitology,"{'Year': '1994', 'Month': 'Apr'}",10.1016/0166-6851(94)00034-4,,Likely no free text
7962051,"Clathrin-dependent localization of alpha 1,3 mannosyltransferase to the Golgi complex of Saccharomyces cerevisiae.",The Journal of cell biology,"{'Year': '1994', 'Month': 'Nov'}",10.1083/jcb.127.3.667,PMC2120240,Likely Freely Available
9497128,A qualitative examination of adolescents and adults with myelomeningocele: their perspective.,European journal of pediatric surgery : official journal of Austrian Association of Pediatric Surgery ... [et al] = Zeitschrift fur Kinderchirurgie,"{'Year': '1997', 'Month': 'Dec'}",,,Likely no free text
9649425,Elongation and clustering of glycosomes in Trypanosoma brucei overexpressing the glycosomal Pex11p.,The EMBO journal,"{'Year': '1998', 'Month': 'Jul', 'Day': '01'}",10.1093/emboj/17.13.3542,PMC1170691,Likely Freely Available
20470834,"YCF45 protein, usually associated with plastids, is targeted into the mitochondrion of Trypanosoma brucei.",Molecular and biochemical parasitology,"{'Year': '2010', 'Month': 'Sep'}",10.1016/j.molbiopara.2010.05.002,,Likely no free text
1435864,Molecular analysis of the cytosolic and glycosomal glyceraldehyde-3-phosphate dehydrogenase in Leishmania mexicana.,Molecular and biochemical parasitology,"{'Year': '1992', 'Month': 'Oct'}",10.1016/0166-6851(92)90132-4,,Likely no free text
25763714,"A unique, highly conserved secretory invertase is differentially expressed by promastigote developmental forms of all species of the human pathogen, Leishmania.",Molecular and cellular biochemistry,"{'Year': '2015', 'Month': 'Jun'}",10.1007/s11010-015-2366-6,PMC4417071,Likely Freely Available
27812217,Activation of Bicyclic Nitro-drugs by a Novel Nitroreductase (NTR2) in Leishmania.,PLoS pathogens,"{'Year': '2016', 'Month': 'Nov'}",10.1371/journal.ppat.1005971,PMC5094698,Likely Freely Available
16785229,Phospholipid translocation and miltefosine potency require both L. donovani miltefosine transporter and the new protein LdRos3 in Leishmania parasites.,The Journal of biological chemistry,"{'Year': '2006', 'Month': 'Aug', 'Day': '18'}",10.1074/jbc.M605214200,,Likely no free text
24260187,Identification of a secreted casein kinase 1 in Leishmania donovani: effect of protein over expression on parasite growth and virulence.,PloS one,{'Year': '2013'},10.1371/journal.pone.0079287,PMC3829951,Likely Freely Available
12969377,Abortive infection of Lutzomyia longipalpis insect vectors by aflagellated LdARL-3A-Q70L overexpressing Leishmania amazonensis parasites.,Cellular microbiology,"{'Year': '2003', 'Month': 'Oct'}",10.1046/j.1462-5822.2003.00316.x,,Likely no free text
15388875,Cap-binding activity of an eIF4E homolog from Leishmania.,"RNA (New York, N.Y.)","{'Year': '2004', 'Month': 'Nov'}",10.1261/rna.7520404,PMC1370664,Likely Freely Available
20349119,"Identification, characterization, and expression of a unique secretory lipase from the human pathogen Leishmania donovani.",Molecular and cellular biochemistry,"{'Year': '2010', 'Month': 'Aug'}",10.1007/s11010-010-0433-6,PMC4014072,Likely Freely Available
20382188,Lipid metabolism in Trypanosoma brucei.,Molecular and biochemical parasitology,"{'Year': '2010', 'Month': 'Aug'}",10.1016/j.molbiopara.2010.04.001,PMC3744938,Likely Freely Available
10783393,Cloning of a novel inosine-guanosine transporter gene from Leishmania donovani by functional rescue of a transport-deficient mutant.,The Journal of biological chemistry,"{'Year': '2000', 'Month': 'Jul', 'Day': '07'}",10.1074/jbc.M002418200,,Likely no free text
23423918,Risk factors for adverse neurocognitive outcomes in school-aged patients after the Fontan operation.,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,"{'Year': '2013', 'Month': 'Sep'}",10.1093/ejcts/ezt062,,Likely no free text
20660476,The Trypanosoma brucei MitoCarta and its regulation and splicing pattern during development.,Nucleic acids research,"{'Year': '2010', 'Month': 'Nov'}",10.1093/nar/gkq618,PMC2995047,Likely Freely Available
23285111,Novel features of a PIWI-like protein homolog in the parasitic protozoan Leishmania.,PloS one,{'Year': '2012'},10.1371/journal.pone.0052612,PMC3528672,Likely Freely Available
20678187,A new family of phosphoinositide phosphatases in microorganisms: identification and biochemical analysis.,BMC genomics,"{'Year': '2010', 'Month': 'Aug', 'Day': '02'}",10.1186/1471-2164-11-457,PMC3091653,Likely Freely Available
20675580,Functional characterization of three leishmania poly(a) binding protein homologues with distinct binding properties to RNA and protein partners.,Eukaryotic cell,"{'Year': '2010', 'Month': 'Oct'}",10.1128/EC.00148-10,PMC2950419,Likely Freely Available
8719249,Cloning and expression of the adenine phosphoribosyltransferase gene from Leishmania donovani.,Molecular and biochemical parasitology,"{'Year': '1995', 'Month': 'Oct'}",10.1016/0166-6851(95)02475-1,,Likely no free text
19956997,"Assessment of deoxyhypusine hydroxylase as a putative, novel drug target.",Amino acids,"{'Year': '2010', 'Month': 'Feb'}",10.1007/s00726-009-0406-9,,Likely no free text
25724722,Identification of novel cyclic nucleotide binding proteins in Trypanosoma cruzi.,Molecular and biochemical parasitology,"{'Year': '2014', 'Month': 'Dec'}",10.1016/j.molbiopara.2015.02.002,PMC8486353,Likely Freely Available
24741115,Proteomic analysis of intact flagella of procyclic Trypanosoma brucei cells identifies novel flagellar proteins with unique sub-localization and dynamics.,Molecular & cellular proteomics : MCP,"{'Year': '2014', 'Month': 'Jul'}",10.1074/mcp.M113.033357,PMC4083114,Likely Freely Available
16135234,Modulation in aquaglyceroporin AQP1 gene transcript levels in drug-resistant Leishmania.,Molecular microbiology,"{'Year': '2005', 'Month': 'Sep'}",10.1111/j.1365-2958.2005.04782.x,,Likely no free text
32544189,Essential roles for deubiquitination in Leishmania life cycle progression.,PLoS pathogens,"{'Year': '2020', 'Month': 'Jun'}",10.1371/journal.ppat.1008455,PMC7319358,Likely Freely Available
26746239,Flagellar pocket restructuring through the Leishmania life cycle involves a discrete flagellum attachment zone.,Journal of cell science,"{'Year': '2016', 'Month': 'Feb', 'Day': '15'}",10.1242/jcs.183152,PMC4760377,Likely Freely Available
21829589,Characterization of Leishmania donovani MCM4: expression patterns and interaction with PCNA.,PloS one,{'Year': '2011'},10.1371/journal.pone.0023107,PMC3146543,Likely Freely Available
16467378,Interacting protein kinases involved in the regulation of flagellar length.,Molecular biology of the cell,"{'Year': '2006', 'Month': 'Apr'}",10.1091/mbc.e05-10-0976,PMC1415332,Likely Freely Available
22396527,"Architecture of the trypanosome RNA editing accessory complex, MRB1.",Nucleic acids research,"{'Year': '2012', 'Month': 'Jul'}",10.1093/nar/gks211,PMC3384329,Likely Freely Available
21232540,Inhibition profile of Leishmania mexicana arginase reveals differences with human arginase I.,International journal for parasitology,"{'Year': '2011', 'Month': 'Apr'}",10.1016/j.ijpara.2010.12.006,PMC3062745,Likely Freely Available
20601430,A glucose transporter can mediate ribose uptake: definition of residues that confer substrate specificity in a sugar transporter.,The Journal of biological chemistry,"{'Year': '2010', 'Month': 'Sep', 'Day': '24'}",10.1074/jbc.M110.106815,PMC2943324,Likely Freely Available
12651954,Genetic characterization of glucose transporter function in Leishmania mexicana.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2003', 'Month': 'Apr', 'Day': '01'}",10.1073/pnas.0630165100,PMC153020,Likely Freely Available
9786920,Differential regulation of multiple glucose transporter genes in Leishmania mexicana.,The Journal of biological chemistry,"{'Year': '1998', 'Month': 'Oct', 'Day': '30'}",10.1074/jbc.273.44.29118,,Likely no free text
9070279,"Identification of human and mouse GP-1, a putative member of a novel G-protein family.",Biochemical and biophysical research communications,"{'Year': '1997', 'Month': 'Feb', 'Day': '13'}",10.1006/bbrc.1997.6103,,Likely no free text
9671824,Physical and transcriptional analysis of the Trypanosoma brucei genome reveals a typical eukaryotic arrangement with close interspersionof RNA polymerase II- and III-transcribed genes.,Nucleic acids research,"{'Year': '1998', 'Month': 'Aug', 'Day': '01'}",10.1093/nar/26.15.3591,PMC147737,Likely Freely Available
12649499,Identification of novel components of Trypanosoma brucei editosomes.,"RNA (New York, N.Y.)","{'Year': '2003', 'Month': 'Apr'}",10.1261/rna.2194603,PMC1370414,Likely Freely Available
9858640,"Cloning, expression, purification, and characterization of the acid alpha-mannosidase from Trypanosoma cruzi.",Glycobiology,"{'Year': '1998', 'Month': 'Dec'}",10.1093/glycob/8.12.1183,,Likely no free text
3830153,Glyceraldehyde-phosphate dehydrogenase from Trypanosoma brucei. Comparison of the glycosomal and cytosolic isoenzymes.,European journal of biochemistry,"{'Year': '1987', 'Month': 'Feb', 'Day': '02'}",10.1111/j.1432-1033.1987.tb10668.x,,Likely no free text
11854272,An easily dissociated 26 S proteasome catalyzes an essential ubiquitin-mediated protein degradation pathway in Trypanosoma brucei.,The Journal of biological chemistry,"{'Year': '2002', 'Month': 'May', 'Day': '03'}",10.1074/jbc.M109029200,,Likely no free text
8433721,A ribosomal S12-like gene of Trypanosoma brucei.,Molecular and biochemical parasitology,"{'Year': '1993', 'Month': 'Feb'}",10.1016/0166-6851(93)90208-f,,Likely no free text
9653123,"Functional and molecular characterization of a glycosomal PPi-dependent enzyme in trypanosomatids: pyruvate, phosphate dikinase.",Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '1998', 'Month': 'Jul', 'Day': '07'}",10.1073/pnas.95.14.7963,PMC20912,Likely Freely Available
